description,product_url,source,product_name,image_url,category,price,colors,brand,material,timestamp,id
Men Pima Crew Neck Pocket Tshirt,https://www.myntra.com/tshirts/creatures+of+habit/creatures-of-habit-men-pima-crew-neck-pocket-tshirt/30564822/buy,myntra.com,Creatures of Habit Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/12/qiNIokT6_f2b69657b22746dca7bf0a84271f5286.jpg",Tshirts,₹ 1999,[],Creatures of Habit,Organic Cotton,1739499998.723198,vjlGAaLXhAkRN2xpZ9KJ
Lightweight Long Sleeves Outdoor Knitted Dry-Fit Sporty Jacket,https://www.myntra.com/jackets/athlisis/athlisis-lightweight-long-sleeves-outdoor-knitted-dry-fit-sporty-jacket/26025270/buy,myntra.com,ATHLISIS Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26025270/2023/11/24/54657c28-de9b-482a-9ebb-1caadfcf8c801700814841167ATHLISISWomenMauveLightweightLongSleevesTrainingorGymKnitted1.jpg",Jackets,₹883,[],ATHLISIS,Polyester,1739500476.474387,vrCtAW7ismFd0radzQCR
Graphic Printed Round Neck Drop-Shoulder Sleeves Cotton Oversized T-shirt,https://www.myntra.com/tshirts/fabflee/fabflee-graphic-printed-round-neck-drop-shoulder-sleeves-cotton-oversized-t-shirt/27539684/buy,myntra.com,Fabflee Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27539684/2024/2/13/f9efbd8c-cbe1-4895-8a1a-40dedd0ff1a71707805641144FabfleeWomenPrintedExtendedSleevesCutOutsT-shirt1.jpg",Tshirts,₹239,[],Fabflee,Cotton,1739499585.162286,vtBzEXjZuaSibwWMMHVz
Men Mid-Rise Light Fade Stretchable Bootcut Jeans,https://www.myntra.com/jeans/jack+%26+jones/jack--jones-men-mid-rise-light-fade-stretchable-bootcut-jeans/32571557/buy,myntra.com,Jack & Jones Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/30/9kvnYcM4_59196f12cf7e4446a617e079875488fa.jpg",Jeans,₹ 4499,[],Jack & Jones,,1739501177.504779,vxV1U2D1OXx1Ec1AqwSS
Boys Skinny Fit Jeans,https://www.myntra.com/jeans/h%26m/hm-boys-skinny-fit-jeans/26542042/buy,myntra.com,H&M Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26542042/2023/12/20/13630345-8edf-46e2-8726-faedd871dfb21703054894184SkinnyFitJeans1.jpg",Jeans,₹ 799,[],H&M,,1739501219.793797,w0rxcZd1Kevjx23DAT58
Padded Faux Fur Trim Jacket,https://www.myntra.com/jackets/mango/mango-padded-faux-fur-trim-jacket/32352124/buy,myntra.com,MANGO Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/20/LB98UWGt_cc23c478107e4f64a45ab416f5c7423f.jpg",Jackets,₹5593,[],MANGO,Polyester,1739500676.303704,w1wnuSgYLFTvJF6JpD9Z
Men Cloy Mid-Rise Slim Fit Trouser,https://www.myntra.com/trousers/rare+rabbit/rare-rabbit-men-cloy-mid-rise-slim-fit-trouser/25042828/buy,myntra.com,RARE RABBIT Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25042828/2023/9/18/c0b2b968-5342-4ec8-b280-e9e40ff6dd951695017473503RARERABBITMenPurpleSlimFitTrousers1.jpg",Trousers,₹3039,[],RARE RABBIT,,1739500888.121818,w30xEy97OB39sw2fILUm
Men Smart Loose Fit Easy Wash Pleated Bootcut Trousers,https://www.myntra.com/trousers/broadstar/broadstar-men-smart-loose-fit-easy-wash-pleated-bootcut-trousers/32316802/buy,myntra.com,BROADSTAR Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/13/n78dOBSe_b2fb696caeba4600b8368b4638ed2909.jpg",Trousers,₹1349,[],BROADSTAR,,1739501002.849881,wBeZK8GqNPclg8tomcNK
Men Black Slim Fit Easy Wash Trousers,https://www.myntra.com/trousers/urbano+fashion/urbano-fashion-men-black-slim-fit-easy-wash-trousers/22152850/buy,myntra.com,Urbano Fashion Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22152850/2024/9/26/ea2f92fa-257f-4072-9866-8c6de2dff94b1727353648769-Urbano-Fashion-Men-Black-Slim-Fit-Easy-Wash-Trousers-5717273-1.jpg",Trousers,₹799,[],Urbano Fashion,,1739500842.715399,wKy3XeLvGPU36o276Xra
Men Regular Fit Tailored Jacket,https://www.myntra.com/jackets/stylecast/stylecast-men-regular-fit-tailored-jacket/31014875/buy,myntra.com,StyleCast Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/19/8yFHQnUG_e7bc449536fe4c70a52a05890a5bfb4f.jpg",Jackets,₹1659,[],StyleCast,Unlined,1739500632.350233,wLH29kgXqfZvzAdQTp4C
Men Mock Collar Graphic Printed Sports Lightweight Sporty Jacket,https://www.myntra.com/jackets/sport+sun/sport-sun-men-mock-collar-graphic-printed-sports-lightweight-sporty-jacket/32310771/buy,myntra.com,SPORT SUN Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/32310771/2025/1/13/f5558466-ecdc-4966-83dc-731c6dbc503e1736744360535SPORTSUNMenLightweightTrainingorGymSportyJacketwithEmbroider1.jpg",Jackets,₹1499,[],SPORT SUN,Polyester,1739500447.022977,wXz5jW5t0vIYBMgFPsr9
Women Vintage Crew Neck Tshirt,https://www.myntra.com/tshirts/creatures+of+habit/creatures-of-habit-women-vintage-crew-neck-tshirt/30235608/buy,myntra.com,Creatures of Habit Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30235608/2024/7/16/0495b55f-ade2-48d9-a50f-d8aa878257601721109283866CreaturesofHabitWomenPoloCollarOrganicCottonAppliqueT-shirt1.jpg",Tshirts,₹ 1599,[],Creatures of Habit,Organic Cotton,1739500019.194477,waAl4y202PvQDHcc2Hd9
Solid Polo Collar T-shirt with Contrast Collar,https://www.myntra.com/tshirts/allen+solly/allen-solly-solid-polo-collar-t-shirt-with-contrast-collar/31355863/buy,myntra.com,Allen Solly Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31355863/2025/1/2/68576a1f-58b4-4466-b323-61795daefcdc1735808977110-Allen-Solly-Men-Tshirts-9891735808976534-1.jpg",Tshirts,₹1049,[],Allen Solly,Cotton,1739499893.254022,wfhKSOJpSsN7P0GrCzGv
Self Design Spread Collar Long Sleeves Crop Tailored Jacket,https://www.myntra.com/jackets/and/and-self-design-spread-collar-long-sleeves-crop-tailored-jacket/29535750/buy,myntra.com,AND Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29535750/2024/5/16/cad3c648-1e5a-4d4b-847b-10a720de6a6a1715814943229ANDWomenGeometricCheckedPolyesterTailoredJacket1.jpg",Jackets,₹774,[],AND,Polyester,1739500500.963284,wh3tEMQ6U80PQwrGFUGz
Printed Anime Toji Fushigro Oversized Fit Hooded Sweatshirt,https://www.myntra.com/sweatshirts/crazymonk/crazymonk-printed-anime-toji-fushigro-oversized-fit-hooded-sweatshirt/31337810/buy,myntra.com,Crazymonk Sweatshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/17/6DwBTtfB_7aa112acdcb64e0a88d90f6350ae7927.jpg",Sweatshirts,₹999,[],Crazymonk,,1739503424.813733,wnhIlCCaxxXJ9d1QKY93
Girls Mid-Rise Clean Look Light Fade Embellished Detail Cotton Jeans,https://www.myntra.com/jeans/stylecast+x+revolte/stylecast-x-revolte-girls-mid-rise-clean-look-light-fade-embellished-detail-cotton-jeans/30085683/buy,myntra.com,StyleCast x Revolte Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30085683/2024/7/1/6e7f8b88-152c-4d92-b978-8407f6d0f9411719837544705StyleCastxRevolteGirlsLowDistressJeans1.jpg",Jeans,₹895,[],StyleCast x Revolte,,1739501130.525733,wrLcthYcVpDF5aZEwyQn
Everyday Utility Flap-Pocketed Twill Shirt,https://www.myntra.com/shirts/kook+n+keech/kook-n-keech-everyday-utility-flap-pocketed-twill-shirt/30769206/buy,myntra.com,Kook N Keech Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30769206/2024/10/18/fcd01104-996a-4274-a078-1c7e9f319abb1729249045353-Kook-N-Keech-Everyday-Utility-Flap-Pocketed-Twill-Shirt-6081-1.jpg",Shirts,₹829,[],Kook N Keech,,1739499459.304562,wsgmEvTRWyBrV2SlqjrR
Women Orange Typography Printed Pure Cotton Oversized T-Shirt,https://www.myntra.com/tshirts/difference+of+opinion/difference-of-opinion-women-orange-typography-printed-pure-cotton-oversized-t-shirt/17587470/buy,myntra.com,Difference of Opinion Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17587470/2022/4/28/51112378-6f5f-43f0-a257-16f3fb5be4341651143779451-Difference-of-Opinion-Women-Orange-Typography-Printed-Pure-C-1.jpg",Tshirts,₹467,[],Difference of Opinion,Pure Cotton,1739499725.888549,x6DTboc7sZvzO1PMPJ1e
Oversized Graphic Printed T-shirt,https://www.myntra.com/tshirts/minions+by+kook+n+keech/minions-by-kook-n-keech-oversized-graphic-printed-t-shirt/29432266/buy,myntra.com,Minions by Kook N Keech Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29432266/2024/8/6/3c4e063e-02d1-44cf-9575-cdf2720131f91722935714911-Minions-by-Kook-N-Keech-Women-Tshirts-8061722935714589-1.jpg",Tshirts,₹369,[],Minions by Kook N Keech,Cotton,1739499805.836481,x6XqO6WSXdS8dXADFy8m
Women Full-Zip Fleece Sweater Jacket,https://www.myntra.com/jackets/quechua+by+decathlon/quechua-by-decathlon-women-full-zip-fleece-sweater-jacket/12941986/buy,myntra.com,Quechua By Decathlon Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/10/e4cadfdc-ec77-4bcd-81fa-8aa8cd6d35441605022765431-1.jpg",Jackets,₹999,[],Quechua By Decathlon,Polyester,1739500691.62422,xBGr57g0vTGbNvoLomXg
Men Reversible Long Sleeves Bomber Jacket,https://www.myntra.com/jackets/allen+solly/allen-solly-men-reversible-long-sleeves-bomber-jacket/31014006/buy,myntra.com,Allen Solly Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/19/mreHZZCG_53be2d27c20b4f4990b4bad1cf704c8b.jpg",Jackets,₹3299,[],Allen Solly,Polyester,1739500715.045844,xI0QCjgLR4aPGLvcjE8s
Boys Comfort Graphic Printed Twill Weave Pure Cotton Casual Shirt,https://www.myntra.com/shirts/zip+zap+zoop/zip-zap-zoop-boys-comfort-graphic-printed-twill-weave-pure-cotton-casual-shirt/27542792/buy,myntra.com,ZIP ZAP ZOOP Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27542792/2024/2/13/d27ee719-9101-4229-9630-11fc10ac48031707822251290ZIPZAPZOOPBoysComfortOpaquePrintedCasualShirt1.jpg",Shirts,₹597,[],ZIP ZAP ZOOP,,1739499293.274628,xP3mqskEvEfeeAR8OIKO
Girls Printed Outdoor Puffer Jacket,https://www.myntra.com/jackets/stylecast+x+revolte/stylecast-x-revolte-girls-printed-outdoor-puffer-jacket/30840050/buy,myntra.com,StyleCast x Revolte Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/3/1bHjyCtO_8c1e1343aef24ec6a5e6636e3875cb41.jpg",Jackets,₹919,[],StyleCast x Revolte,Polyester,1739500568.63109,xPU9SqDpGsn2vE7Z8p0f
Women Longline Open Front Jacket,https://www.myntra.com/jackets/stylecast/stylecast-women-longline-open-front-jacket/31606822/buy,myntra.com,StyleCast Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/12/sRv0QM0Z_06dc3d2c107842a49dc854d5e2b83293.jpg",Jackets,₹2105,[],StyleCast,Polycotton,1739500551.521869,xRikVk2oqnh9Sj6ZLH2G
Solid Polo Collar T-shirt,https://www.myntra.com/tshirts/allen+solly/allen-solly-solid-polo-collar-t-shirt/30880745/buy,myntra.com,Allen Solly Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30880745/2025/1/2/ccf4b43c-6e8b-4a55-82f4-3e8c7512a15b1735803185641-Allen-Solly-Men-Tshirts-4751735803185137-1.jpg",Tshirts,₹909,[],Allen Solly,Cotton,1739499938.353843,xTdK6RHtBtDTmDX2vJQM
Men Tapered Fit Trousers,https://www.myntra.com/trousers/arrow/arrow-men-tapered-fit-trousers/29976633/buy,myntra.com,Arrow Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29976633/2024/10/21/7715f04c-0283-4c54-ad9d-53497863ca871729509434582-Arrow-Men-Tapered-Fit-Trousers-1171729509434016-1.jpg",Trousers,₹1319,[],Arrow,,1739501036.996401,xVm9SErlLvtChzERr3NB
Men Pink & White Slim Fit Striped Casual Shirt,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-men-pink--white-slim-fit-striped-casual-shirt/8717975/buy,myntra.com,Mast & Harbour Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/12/xvf5C9nX_27a2b15d1a854e7189c9055db229eeb5.jpg",Shirts,₹639,[],Mast & Harbour,,1739499474.402809,xZ4tPA4tF9GgY9m1zjHv
Unisex Typography Printed Drop-Shoulder Sleeves Oversized T-shirt,https://www.myntra.com/tshirts/ketch/ketch-unisex-typography-printed-drop-shoulder-sleeves-oversized-t-shirt/24951624/buy,myntra.com,KETCH Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24951624/2023/9/14/96fb6931-1709-40eb-a2f8-24af25714df61694713189695KETCHUnisexWhiteTypographyPrintedAppliqueT-shirt1.jpg",Tshirts,₹219,[],KETCH,Polyester,1739499740.870253,xdtdGwsWGJO7a0qurEco
Men Printed Drop-Shoulder Sleeves T-shirt,https://www.myntra.com/tshirts/pronk/pronk-men-printed-drop-shoulder-sleeves-t-shirt/30988164/buy,myntra.com,PRONK Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/14/YOUv83vv_e1c3554b2f604de9960e461137819cfa.jpg",Tshirts,₹689,[],PRONK,Cotton,1739499674.058663,xenkiS77VUxU2A09h5QM
Women Lightweight Training or Gym Sporty Jacket,https://www.myntra.com/jackets/athlisis/athlisis-women-lightweight-training-or-gym-sporty-jacket/31027533/buy,myntra.com,ATHLISIS Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/20/neRm9koo_9c5c1959409c4a28807d111ce29ebec1.jpg",Jackets,₹883,[],ATHLISIS,Polyester,1739500485.727014,xhRa1MHSObvMDBA7r9T2
Graphic Printed Round Neck Oversized T-shirt,https://www.myntra.com/tshirts/hellcat/hellcat-graphic-printed-round-neck-oversized-t-shirt/28965270/buy,myntra.com,HELLCAT Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28965270/2024/4/16/7b728772-fa1d-4f23-aeac-3034cf3cb5c51713262064084HELLCATWomenPrintedRawEdgeT-shirt1.jpg",Tshirts,₹299,[],HELLCAT,Cotton,1739499918.341903,xmqhV69972huFBwbH9gm
Women Black High-Rise Bootcut Trousers,https://www.myntra.com/trousers/sassafras/sassafras-women-black-high-rise-bootcut-trousers/20717712/buy,myntra.com,SASSAFRAS Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20717712/2023/1/17/28c7a830-4f47-40f6-bbb4-46bc62ddd90c1673947837762-SASSAFRAS-Women-Black-High-Rise-Bootcut-Trousers-25616739478-1.jpg",Trousers,₹679,[],SASSAFRAS,,1739501034.192581,xqxkHHv0kT4wf0joiI4a
Women Flared High-Rise Trousers,https://www.myntra.com/trousers/blissclub/blissclub-women-flared-high-rise-trousers/29953260/buy,myntra.com,Blissclub Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29953260/2024/6/28/6c59b1ec-e006-4a0c-b072-a65cd0e112721719574034556-Blissclub-Women-Flared-High-Rise-Trousers-3071719574034466-7.jpg",Trousers,₹1159,[],Blissclub,,1739500907.498728,xyxE5zmiKYZySQ9WMBSz
Men Typography Printed Pockets T-shirt,https://www.myntra.com/tshirts/jack+%26+jones/jack--jones-men-typography-printed-pockets-t-shirt/32695264/buy,myntra.com,Jack & Jones Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/FEBRUARY/7/Hks5uNHV_0c3472f6f33b4d678d7635f963d3287c.jpg",Tshirts,₹ 2999,[],Jack & Jones,Cotton,1739499758.84287,y1OdrmVAeQiLSIY3orkJ
Solid Polo Collar T-shirt,https://www.myntra.com/tshirts/allen+solly/allen-solly-solid-polo-collar-t-shirt/25441852/buy,myntra.com,Allen Solly Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25441852/2025/1/2/9b578192-6ca7-41a6-a137-4cd02607a81b1735802936434-Allen-Solly-Men-Tshirts-6111735802935876-1.jpg",Tshirts,₹791,[],Allen Solly,Cotton,1739499963.057441,y3SWKQifXT71Uf0kMRQH
Men Standard Checked Casual Shirt,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-men-standard-checked-casual-shirt/27210210/buy,myntra.com,Mast & Harbour Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27210210/2024/2/1/7e603fe3-3e8f-48f8-8d14-f27c90b9266b1706789475892-Mast--Harbour-Men-Shirts-7021706789475478-1.jpg",Shirts,₹791,[],Mast & Harbour,,1739499255.732766,y4R75iVVBeKvKMImja1S
Men Black Slim Fit Solid Casual Shirt,https://www.myntra.com/shirts/louis+philippe+jeans/louis-philippe-jeans-men-black-slim-fit-solid-casual-shirt/14195386/buy,myntra.com,Louis Philippe Jeans Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14195386/2024/9/28/6463228e-9153-438d-8507-2b902a5a26711727538859268-Louis-Philippe-Jeans-Men-Black-Slim-Fit-Solid-Casual-Shirt-8-1.jpg",Shirts,₹1219,[],Louis Philippe Jeans,,1739499347.300527,y5Zl3k6JFSR8tsRYGfcP
Hooded Padded Jacket,https://www.myntra.com/jackets/allen+solly/allen-solly-hooded-padded-jacket/24099784/buy,myntra.com,Allen Solly Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24099784/2023/11/23/cd76c8be-5457-4114-ac79-7535215940ee1700727662812-Allen-Solly-Men-Jackets-5221700727662387-1.jpg",Jackets,₹4269,[],Allen Solly,Polyester,1739500685.759533,y6Xuv9nbXxjoeiGRaxYZ
Boys Striped Polo Collar Pure Cotton Pockets T-shirt,https://www.myntra.com/tshirts/united+colors+of+benetton/united-colors-of-benetton-boys-striped-polo-collar-pure-cotton-pockets-t-shirt/28099402/buy,myntra.com,United Colors of Benetton Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28099402/2024/3/7/093ca633-5780-40f9-861c-163848cafaed1709822034991UnitedColorsofBenettonBoysStripedPoloCollarPureCottonPockets1.jpg",Tshirts,₹727,[],United Colors of Benetton,Pure Cotton,1739499150.516522,yEklNc6e1NuFfCZp0XqI
The Lifestyle Co. Women Spread Collar Abstract Printed Silk Casual Shirt,https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-women-spread-collar-abstract-printed-silk-casual-shirt/31298477/buy,myntra.com,Roadster Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/31298477/2024/11/28/459311c0-6e7b-4962-99b0-c16b44529b9d1732810975399-The-Roadster-Lifestyle-Co-Women-Spread-Collar-Abstract-Print-1.jpg",Shirts,₹699,[],Roadster,,1739499435.614467,yF2v0chOpUcUm6DUmmpu
Women Pima Long Sleeve Crew Neck Tshirt,https://www.myntra.com/tshirts/creatures+of+habit/creatures-of-habit-women-pima-long-sleeve-crew-neck-tshirt/30057612/buy,myntra.com,Creatures of Habit Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30057612/2024/JUNE/27/c2mXUQE6_0e81674a08f54a28aefd356aeb4a27e6.jpg",Tshirts,₹ 1999,[],Creatures of Habit,Organic Cotton,1739500066.045433,yGggrXKsdnRQDD9i0PTH
Men Mustard Yellow Solid Puffer Jacket,https://www.myntra.com/jackets/flying+machine/flying-machine-men-mustard-yellow-solid-puffer-jacket/19246106/buy,myntra.com,Flying Machine Jackets,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19246106/2022/9/13/a28b3aec-a987-4a0f-ae74-034013ec4ddf1663060191204-Flying-Machine-Men-Mustard-Yellow-Solid-Puffer-Jacket-102166-1.jpg",Jackets,₹3134,[],Flying Machine,Polyester,1739500562.921295,yHxOx3CtYmMhhyITPnCv
Boys Graphic Printed Pure Cotton T-shirt,https://www.myntra.com/tshirts/jack+%26+jones+junior/jack--jones-junior-boys-graphic-printed-pure-cotton-t-shirt/27497960/buy,myntra.com,Jack & Jones Junior Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27497960/2024/2/12/2e0fa64d-2461-4192-83d0-957dbe59282a1707700170323JackJonesJuniorBoysPrintedPoloCollarAppliqueT-shirt1.jpg",Tshirts,₹439,[],Jack & Jones Junior,Cotton,1739499902.374835,yI7NdGxWnWl1DCRCgvCD
Men Blue & White Slim Fit Striped Casual Shirt,https://www.myntra.com/shirts/mast+%26+harbour/mast--harbour-men-blue--white-slim-fit-striped-casual-shirt/8717979/buy,myntra.com,Mast & Harbour Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/12/N9JXwusW_527a68db55844f32b7abfa2d18b2b77a.jpg",Shirts,₹518,[],Mast & Harbour,,1739499502.941502,yVN1bhzKkEYfnUoUUEFa
Girls High-Rise Easy Wash Trousers,https://www.myntra.com/trousers/stylecast+x+revolte/stylecast-x-revolte-girls-high-rise-easy-wash-trousers/28680502/buy,myntra.com,StyleCast x Revolte Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28680502/2024/4/4/a6bded77-a4c6-45e2-86e0-af25f69fecdd1712218865987StyleCastxRevolteGirlsHigh-RiseEasyWashTrousers1.jpg",Trousers,₹707,[],StyleCast x Revolte,,1739500815.804912,yYPMRUlsIfjkqgkxttiK
Men Black Tapered Fit Jeans,https://www.myntra.com/jeans/highlander/highlander-men-black-tapered-fit-jeans/14063040/buy,myntra.com,HIGHLANDER Jeans,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14063040/2023/3/29/4691d615-bd1b-4a80-9397-00d03de3e4fb1680071871827-HIGHLANDER-Men-Black-Tapered-Fit-Jeans-3141680071871289-1.jpg",Jeans,₹405,[],HIGHLANDER,,1739501072.074356,yc0edC5xXiWvAD1kTthK
The Lifestyle Co. Women Solid Baggy Fit Parachute Trouser,https://www.myntra.com/trousers/roadster/the-roadster-lifestyle-co-women-solid-baggy-fit-parachute-trouser/25031082/buy,myntra.com,Roadster Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25031082/2023/9/16/9e2b6a35-ab9b-4f81-89aa-fd2910974d171694857123433TrackPants1.jpg",Trousers,₹643,[],Roadster,,1739500963.083196,yr95nZfD9UX7gz9BkQwd
Abstract Printed Cuban Collar Lounge Shirt,https://www.myntra.com/shirts/marks+%26+spencer/marks--spencer-abstract-printed-cuban-collar-lounge-shirt/22510276/buy,myntra.com,Marks & Spencer Shirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22510276/2023/3/25/fbb222fc-0985-40e1-add1-6e180096d2371679730907115LoungeTshirts1.jpg",Shirts,₹1499,[],Marks & Spencer,,1739499432.073891,z51z5EIK9ZX1GUjtAq0V
Men Typography Printed Round Neck Cotton T-shirt,https://www.myntra.com/tshirts/rare+rabbit/rare-rabbit-men-typography-printed-round-neck-cotton-t-shirt/31320152/buy,myntra.com,RARE RABBIT Tshirts,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/OCTOBER/15/45FM8gq9_df21a6fa5dd34b57b0b043c8c70c8ba1.jpg",Tshirts,₹1678,[],RARE RABBIT,Cotton,1739499869.437846,zCo5bpdoh521vCKKgTt4
Men Relaxed Trousers,https://www.myntra.com/trousers/banana+club/banana-club-men-relaxed-trousers/29966678/buy,myntra.com,Banana Club Trousers,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29966678/2024/6/14/7f374b8b-e3fe-4a09-b504-22ad49b7bd6b1718360948084BananaClubMenRelaxedTrousers1.jpg",Trousers,₹2249,[],Banana Club,,1739500743.529381,zH5woMnMyttRvlwitfIM
